source_term,target_term,suggested_type,reason
定期稽核,Periodical audit,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
定義,Definition,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
客供品,Customer property,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客供品管理程序,Customer property management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客供檢測儀器,Customer measurement devices,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
客戶,Customer,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
客戶下單,Customer order,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶下單／受理審核,Customer ordering / review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
客戶供應儀器之校正管理,Calibration management for the customer’s devices,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
客戶建議受理單,Customers suggestion reception form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶抱怨,Customer complaints,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶服務單位,Customer Service Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
客戶服務或營業單位,Customer Service Division or Sales Department,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
客戶服務管理,Customer Service Management,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
客戶服務管理程序,Customer service management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶服務部,Customer Service Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
客戶滿意度,Customer satisfaction,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶滿意度調查結果與分析表,Results and analysis of customer satisfaction survey,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶要求變更,Customer demand change,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶訂製品作業辦法,Custom-made products work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訂製品確認單,Custom-made products confirmation form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訂製品處理單,Custom-made products processed form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訂製單,Custom-made order form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訴怨,Customer complaint,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶訴怨之受理,Customer complaints reception,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶訴怨回覆單,Customer complaints reply form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訴怨查檢表,Customer complaints checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訴怨處理,Dispose customer complaints,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
客戶訴怨處理作業程序,Customer complaint management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訴怨處理單,Customer complaint disposition form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶訴怨記錄,customer complaints records,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶變更需求處理單,Customer change disposition form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客戶退回產品,Customer returned products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客戶銷貨單,Customer sales form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客服單位,Customer Service Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
客源屬性,Customer property,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客製組,Custom-made Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
客訴分類,Complaint leveling,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客訴異常品管理辦法,Non-conformity product of customer complaint management instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客退品,Returned products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
客退品明細及原因記錄單,Customer return products record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
客退品管制程序,Product returned control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
察覺,become aware,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
實地審查,On-site audit,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
實地監測,On-site monitoring,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
實質性變更,substantial change,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
